inc_lat,inc_lon,est_lat,est_lon,distancia,pos_estacion,fecha
39.8361,-4.2545,39.85472222222222,-4.215555555555556,3.9223341275471544,165,2021-10-06
28.6154,-17.9011,28.59583333333333,-17.915277777777778,2.574003695785307,168,2021-10-06
28.6105,-17.8605,28.59583333333333,-17.915277777777778,5.598884942616312,168,2021-10-06
28.6122,-17.8746,28.59583333333333,-17.915277777777778,4.372584512755301,168,2021-10-06
37.5839,-5.8211,37.41666666666666,-5.879166666666667,19.257791480962098,104,2021-10-06
39.627,-7.4553,39.414722222222224,-7.231111111111111,30.447939979442516,74,2021-10-06
43.5253,-5.7354,43.52305555555555,-5.621111111111111,9.242957202655067,19,2021-10-06
28.616,-17.8736,28.59583333333333,-17.915277777777778,4.648866393000146,168,2021-10-06
28.6027,-17.8726,28.59583333333333,-17.915277777777778,4.243206486718028,168,2021-10-06
28.6142,-17.8934,28.59583333333333,-17.915277777777778,2.953341188060419,168,2021-10-06
28.6293,-17.8746,28.59583333333333,-17.915277777777778,5.439115653743418,168,2021-10-06
28.6265,-17.8977,28.59583333333333,-17.915277777777778,3.808799880438166,168,2021-10-06
28.612,-17.8926,28.59583333333333,-17.915277777777778,2.8513366548255576,168,2021-10-06
28.621,-17.8511,28.59583333333333,-17.915277777777778,6.868630694240023,168,2021-10-06
28.6208,-17.8807,28.63305555555556,-17.755,12.366578910453827,171,2021-10-07
28.6283,-17.869,28.63305555555556,-17.755,11.159715019415204,171,2021-10-07
28.6104,-17.8723,28.63305555555556,-17.755,11.742512049316332,171,2021-10-07
28.6193,-17.8706,28.63305555555556,-17.755,11.406534416242577,171,2021-10-07
28.6179,-17.8606,28.63305555555556,-17.755,10.462109451328836,171,2021-10-07
28.6342,-17.9093,28.63305555555556,-17.755,15.088027770013708,171,2021-10-07
28.6327,-17.8992,28.63305555555556,-17.755,14.100069403635043,171,2021-10-07
28.6312,-17.8891,28.63305555555556,-17.755,13.114132538294406,171,2021-10-07
28.6253,-17.911,28.63305555555556,-17.755,15.278561793618369,171,2021-10-07
28.6297,-17.879,28.63305555555556,-17.755,12.130713520845879,171,2021-10-07
28.6268,-17.9211,28.63305555555556,-17.755,16.25666151602966,171,2021-10-07
28.6179,-17.9227,28.63305555555556,-17.755,16.4848133442191,171,2021-10-07
28.6223,-17.8908,28.63305555555556,-17.755,13.332703485546448,171,2021-10-07
28.6134,-17.8924,28.63305555555556,-17.755,13.611778357139363,171,2021-10-07
28.6119,-17.8824,28.63305555555556,-17.755,12.677230880818424,171,2021-10-07
28.5971,-17.9059,28.63305555555556,-17.755,15.28618393657134,171,2021-10-07
28.5986,-17.916,28.63305555555556,-17.755,16.20173103162116,171,2021-10-07
28.6075,-17.9143,28.63305555555556,-17.755,15.833743829176234,171,2021-10-07
28.6149,-17.9025,28.63305555555556,-17.755,14.563582693903175,171,2021-10-07
28.6164,-17.9126,28.63305555555556,-17.755,15.521624345747103,171,2021-10-07
28.6238,-17.9009,28.63305555555556,-17.755,14.303673265080642,171,2021-10-07
28.6042,-17.878,28.63305555555556,-17.755,12.44655169607185,171,2021-10-07
28.6173,-17.8751,28.63305555555556,-17.755,11.873453755082569,171,2021-10-07
28.6255,-17.9155,28.63305555555556,-17.755,15.716702650151138,171,2021-10-07
28.5951,-17.9004,28.63305555555556,-17.755,14.829040165664775,171,2021-10-07
28.6213,-17.8948,28.63305555555556,-17.755,13.732460542424606,171,2021-10-07
28.6136,-17.8574,28.63305555555556,-17.755,10.243198600170784,171,2021-10-07
28.6245,-17.9075,28.63305555555556,-17.755,14.942291670163815,171,2021-10-07
28.6144,-17.8656,28.63305555555556,-17.755,11.011366872346386,171,2021-10-07
28.6215,-17.8923,28.63305555555556,-17.755,13.486982096315478,171,2021-10-07
28.6127,-17.9044,28.63305555555556,-17.755,14.783013910658665,171,2021-10-07
28.6168,-17.8827,28.63305555555556,-17.755,12.616858833590504,171,2021-10-07
43.5278,-5.7391,43.52305555555555,-5.621111111111111,9.553073169838116,20,2021-10-07
43.5227,-5.7301,43.52305555555555,-5.621111111111111,8.8113964267864,20,2021-10-07
28.6249,-17.9037,28.63305555555556,-17.755,14.568632499062828,171,2021-10-07
28.6263,-17.8934,28.63305555555556,-17.755,13.553990378687827,171,2021-10-07
28.6222,-17.9242,28.63305555555556,-17.755,16.58904644843559,171,2021-10-07
28.6235,-17.914,28.63305555555556,-17.755,15.583876407276902,171,2021-10-07
28.6161,-17.9069,28.63305555555556,-17.755,14.972490051741925,171,2021-10-07
28.6188,-17.8864,28.63305555555556,-17.755,12.946033754945136,171,2021-10-07
28.6174,-17.8966,28.63305555555556,-17.755,13.955073805373994,171,2021-10-07
28.6007,-17.8834,28.63305555555556,-17.755,13.058969477055962,171,2021-10-07
28.6111,-17.8748,28.63305555555556,-17.755,11.96539401571291,171,2021-10-07
28.6057,-17.9155,28.63305555555556,-17.755,15.985979344393286,171,2021-10-07
28.6201,-17.8763,28.63305555555556,-17.755,11.94812892962857,171,2021-10-07
28.6124,-17.8648,28.63305555555556,-17.755,10.978706773230588,171,2021-10-07
28.6215,-17.8662,28.63305555555556,-17.755,10.948979059177544,171,2021-10-07
